model,task,context_length,depth_pct,question,expected_answer,model_response,prompt_tokens,completion_tokens,cached_tokens,tokens_used,latency_s,response_chars,question_chars,context_chars,sample_id,experiment,variant,needle_style,domain,difficulty,answer_type,num_needles,distractor_count,target_needle_id,inserted_needles,hops,scoring_mode,answer_aliases,error
deepseek,niah,16000,75.0,本季度封装段一次良率目标是多少？,98.2%,98.2%。,12172,4,5760,12176,0.64,6,16,15867,v2-niah-16000-75-05-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,
deepseek,niah,16000,75.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,11874,4,5760,11878,0.83,5,18,15917,v2-niah-16000-75-06-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,
deepseek,niah,16000,75.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42张。,12832,3,3072,12835,0.85,4,23,15738,v2-niah-16000-75-07-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。"", ""院务会最终批准的日间手术中心新增床位数为 42 张。"", ""去年同院区普通病房实际新增床位数为 28 张。""]",,,,
deepseek,niah,16000,75.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,12638,5,9216,12643,0.72,7,19,15921,v2-niah-16000-75-08-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,
deepseek,niah,16000,75.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,12939,4,9472,12943,0.85,5,18,15854,v2-niah-16000-75-09-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,
deepseek,niah,16000,90.0,区域配送的 SLA 指标是多少？,92.1%,24小时履约率。,12974,5,9344,12979,0.9,8,16,15901,v2-niah-16000-90-00-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,
deepseek,niah,16000,90.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元,11693,4,5760,11697,1.25,5,21,15682,v2-niah-16000-90-01-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。""]",,,,
deepseek,niah,16000,90.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,12175,5,8960,12180,0.68,7,19,15875,v2-niah-16000-90-02-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,
deepseek,niah,16000,90.0,同店销售额同比增长了多少？,8.9%,8.9%,5339,4,2944,5343,0.66,4,13,15916,v2-niah-16000-90-03-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,
deepseek,niah,16000,90.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42张。,12090,3,5760,12093,0.59,4,23,15756,v2-niah-16000-90-04-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。"", ""去年同院区普通病房实际新增床位数为 28 张。"", ""院务会最终批准的日间手术中心新增床位数为 42 张。""]",,,,
deepseek,niah,16000,90.0,公司 2025 年资本开支上限是多少？,18.6亿元,,0,0,0,0,0.0,0,19,15917,v2-niah-16000-90-05-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,
deepseek,niah,16000,90.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,5337,4,4608,5341,0.93,5,18,15916,v2-niah-16000-90-06-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,
deepseek,niah,16000,90.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元。,12057,5,6400,12062,0.98,6,21,15726,v2-niah-16000-90-07-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。""]",,,,
deepseek,niah,16000,90.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,13244,4,3328,13248,0.6,5,16,15887,v2-niah-16000-90-08-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,
deepseek,niah,16000,90.0,同店销售额同比增长了多少？,8.9%,8.9%,12969,4,11392,12973,0.79,4,13,15902,v2-niah-16000-90-09-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,
deepseek,niah,16000,100.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42张。,5318,3,2944,5321,0.7,4,23,15762,v2-niah-16000-100-00-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。"", ""去年同院区普通病房实际新增床位数为 28 张。"", ""院务会最终批准的日间手术中心新增床位数为 42 张。""]",,,,
deepseek,niah,16000,100.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,11862,4,11776,11866,0.69,5,16,15886,v2-niah-16000-100-01-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,
deepseek,niah,16000,100.0,区域配送的 SLA 指标是多少？,92.1%,,0,0,0,0,0.0,0,16,15919,v2-niah-16000-100-02-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,
deepseek,niah,16000,100.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元,11693,4,6144,11697,0.75,5,21,15682,v2-niah-16000-100-03-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。""]",,,,
deepseek,niah,16000,100.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,12954,4,11392,12958,0.71,5,16,15871,v2-niah-16000-100-04-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,
deepseek,niah,16000,100.0,同店销售额同比增长了多少？,8.9%,8.9%,5338,4,5248,5342,0.52,4,13,15916,v2-niah-16000-100-05-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,
deepseek,niah,16000,100.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,12093,7,6400,12100,0.85,10,20,15755,v2-niah-16000-100-06-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。""]",,,,
deepseek,niah,16000,100.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元,11925,4,5632,11929,0.75,6,19,15835,v2-niah-16000-100-07-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,
deepseek,niah,16000,100.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,12184,4,10752,12188,0.83,5,18,15898,v2-niah-16000-100-08-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,
deepseek,niah,16000,100.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,5347,7,3456,5354,0.73,10,20,15751,v2-niah-16000-100-09-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。""]",,,,
deepseek,niah,32000,0.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,24744,7,0,24751,1.09,10,20,31723,v2-niah-32000-0-00-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,
deepseek,niah,32000,0.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,25587,5,3072,25592,0.52,7,19,31901,v2-niah-32000-0-01-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,
deepseek,niah,32000,0.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,11977,4,5248,11981,0.73,5,18,31873,v2-niah-32000-0-02-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,
deepseek,niah,32000,0.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42张。,23848,3,0,23851,0.73,4,23,31696,v2-niah-32000-0-03-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""院务会最终批准的日间手术中心新增床位数为 42 张。"", ""去年同院区普通病房实际新增床位数为 28 张。"", ""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。""]",,,,
deepseek,niah,32000,0.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,11985,4,0,11989,0.78,5,16,31915,v2-niah-32000-0-04-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,
deepseek,niah,32000,0.0,同店销售额同比增长了多少？,8.9%,8.9%,25563,4,0,25567,1.05,4,13,31885,v2-niah-32000-0-05-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,
deepseek,niah,32000,0.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,24876,7,0,24883,1.06,10,20,31738,v2-niah-32000-0-06-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,
deepseek,niah,32000,0.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元,11988,4,5248,11992,0.63,6,19,31922,v2-niah-32000-0-07-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,
deepseek,niah,32000,0.0,区域配送的 SLA 指标是多少？,92.1%,92.1%,24012,4,5760,24016,1.12,5,16,31919,v2-niah-32000-0-08-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,
deepseek,niah,32000,0.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元,24737,4,0,24741,1.12,5,21,31738,v2-niah-32000-0-09-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,
deepseek,niah,32000,10.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,22978,4,2048,22982,1.23,5,16,31922,v2-niah-32000-10-00-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,
deepseek,niah,32000,10.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,24005,4,1920,24009,0.83,5,18,31920,v2-niah-32000-10-01-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,
deepseek,niah,32000,10.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元。,24866,5,2432,24871,0.77,6,21,31745,v2-niah-32000-10-02-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,
deepseek,niah,32000,10.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,11985,4,1280,11989,0.57,5,16,31915,v2-niah-32000-10-03-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,
deepseek,niah,32000,10.0,区域配送的 SLA 指标是多少？,92.1%,24小时履约率。,24012,5,1920,24017,1.26,8,16,31919,v2-niah-32000-10-04-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,
deepseek,niah,32000,10.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,23885,7,1920,23892,1.49,10,20,31736,v2-niah-32000-10-05-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,
deepseek,niah,32000,10.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,24872,4,2432,24876,1.01,4,21,31907,v2-niah-32000-10-06-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,
deepseek,niah,32000,10.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,24967,4,2432,24971,1.08,5,18,31883,v2-niah-32000-10-07-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,
deepseek,niah,32000,10.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元。,24866,5,24832,24871,0.76,6,21,31745,v2-niah-32000-10-08-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,
deepseek,niah,32000,10.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,22978,4,22912,22982,0.66,5,16,31922,v2-niah-32000-10-09-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,
deepseek,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,24011,5,5760,24016,0.75,7,19,31914,v2-niah-32000-25-00-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,
deepseek,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,25563,4,6144,25567,1.2,4,13,31885,v2-niah-32000-25-01-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,
deepseek,niah,32000,25.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元,11954,4,768,11958,0.85,5,21,31766,v2-niah-32000-25-02-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。""]",,,,
deepseek,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,25587,5,6144,25592,1.21,7,19,31901,v2-niah-32000-25-03-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,
deepseek,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,24969,4,5376,24973,1.26,4,13,31883,v2-niah-32000-25-04-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,
deepseek,niah,32000,25.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,11964,7,768,11971,0.78,10,20,31697,v2-niah-32000-25-05-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,
deepseek,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,24871,5,6144,24876,0.76,7,19,31912,v2-niah-32000-25-06-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,
deepseek,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,25563,4,25472,25567,0.76,4,13,31885,v2-niah-32000-25-07-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,
deepseek,niah,32000,25.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元,24866,4,1152,24870,1.18,5,21,31745,v2-niah-32000-25-08-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。""]",,,,
deepseek,niah,32000,25.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,22978,4,5632,22982,0.91,5,16,31922,v2-niah-32000-25-09-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,
deepseek,niah,32000,50.0,同店销售额同比增长了多少？,8.9%,8.9%,11979,4,5248,11983,0.58,4,13,31873,v2-niah-32000-50-00-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,
deepseek,niah,32000,50.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日。,24876,8,2944,24884,1.18,11,20,31738,v2-niah-32000-50-01-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,
deepseek,niah,32000,50.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,24012,4,11776,24016,0.73,4,21,31909,v2-niah-32000-50-02-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,
deepseek,niah,32000,50.0,2025 年一季度综合毛利率是多少？,23.7%,2025 年一季度综合毛利率为 23.7%。,24005,13,11776,24018,0.95,22,18,31920,v2-niah-32000-50-03-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,
deepseek,niah,32000,50.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日。,24744,8,3712,24752,1.29,11,20,31723,v2-niah-32000-50-04-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,
deepseek,niah,32000,50.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,11989,4,5248,11993,0.65,4,21,31918,v2-niah-32000-50-05-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,
deepseek,niah,32000,50.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,22978,4,11648,22982,0.81,5,18,31896,v2-niah-32000-50-06-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,
deepseek,niah,32000,50.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,25466,7,3072,25473,1.25,10,20,31759,v2-niah-32000-50-07-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,
