model,task,context_length,depth_pct,question,expected_answer,model_response,prompt_tokens,completion_tokens,cached_tokens,tokens_used,latency_s,response_chars,question_chars,context_chars,sample_id,experiment,variant,needle_style,domain,difficulty,answer_type,num_needles,distractor_count,target_needle_id,inserted_needles,hops,scoring_mode,answer_aliases,error,judge_score,judge_reason,judge_method,em_score,lexical_contains_score,contains_score,judge_status,score_source,expected_answer_chars,row_cost_cny,contains_per_1k_output_tokens,contains_per_cny,api_failed,content_filter,infra_api_failed,eval_valid
deepseek,niah,32000,0.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,24744,7,0,24751,1.09,10,20,31723,v2-niah-32000-0-00-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,,,,,1,1,1,not_required,lexical,10,0.024758,142.85714285714286,40.39098473220778,0,0,0,1
deepseek,niah,32000,0.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,25587,5,3072,25592,0.52,7,19,31901,v2-niah-32000-0-01-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,0,1,1,not_required,lexical,6,0.022832,200.0,43.79817799579537,0,0,0,1
deepseek,niah,32000,0.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,11977,4,5248,11981,0.73,5,18,31873,v2-niah-32000-0-02-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.007262,250.0,137.70311209033324,0,0,0,1
deepseek,niah,32000,0.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42张。,23848,3,0,23851,0.73,4,23,31696,v2-niah-32000-0-03-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""院务会最终批准的日间手术中心新增床位数为 42 张。"", ""去年同院区普通病房实际新增床位数为 28 张。"", ""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。""]",,,,,,,,0,1,1,not_required,lexical,3,0.023854,333.3333333333333,41.92169028255219,0,0,0,1
deepseek,niah,32000,0.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,11985,4,0,11989,0.78,5,16,31915,v2-niah-32000-0-04-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.011993,250.0,83.38197281747686,0,0,0,1
deepseek,niah,32000,0.0,同店销售额同比增长了多少？,8.9%,8.9%,25563,4,0,25567,1.05,4,13,31885,v2-niah-32000-0-05-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.025571,250.0,39.10680067263697,0,0,0,1
deepseek,niah,32000,0.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,24876,7,0,24883,1.06,10,20,31738,v2-niah-32000-0-06-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,,,,,1,1,1,not_required,lexical,10,0.02489,142.85714285714286,40.17677782241864,0,0,0,1
deepseek,niah,32000,0.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元,11988,4,5248,11992,0.63,6,19,31922,v2-niah-32000-0-07-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,1,1,1,not_required,lexical,6,0.007273,250.0,137.49484394335212,0,0,0,1
deepseek,niah,32000,0.0,区域配送的 SLA 指标是多少？,92.1%,92.1%,24012,4,5760,24016,1.12,5,16,31919,v2-niah-32000-0-08-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.018836,250.0,53.08982798895732,0,0,0,1
deepseek,niah,32000,0.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元,24737,4,0,24741,1.12,5,21,31738,v2-niah-32000-0-09-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,,,,,1,1,1,not_required,lexical,5,0.024745,250.0,40.4122044857547,0,0,0,1
deepseek,niah,32000,10.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,22978,4,2048,22982,1.23,5,16,31922,v2-niah-32000-10-00-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.021143,250.0,47.2969777231235,0,0,0,1
deepseek,niah,32000,10.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,24005,4,1920,24009,0.83,5,18,31920,v2-niah-32000-10-01-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.022285,250.0,44.873233116446045,0,0,0,1
deepseek,niah,32000,10.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元。,24866,5,2432,24871,0.77,6,21,31745,v2-niah-32000-10-02-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,,,,,0,1,1,not_required,lexical,5,0.022687,200.0,44.07810640454886,0,0,0,1
deepseek,niah,32000,10.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,11985,4,1280,11989,0.57,5,16,31915,v2-niah-32000-10-03-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.010841,250.0,92.2424130615257,0,0,0,1
deepseek,niah,32000,10.0,区域配送的 SLA 指标是多少？,92.1%,24小时履约率。,24012,5,1920,24017,1.26,8,16,31919,v2-niah-32000-10-04-logistics_numeric_confusable_sla,v2,numeric_confusable,numeric_confusable,logistics,hard,numeric,1,0.0,logistics_numeric_confusable_sla,"[""区域配送周报同时列出 96.4% 的妥投率和 92.1% 的 24 小时履约率，其中 SLA 对外口径指 24 小时履约率。""]",,,,,,,,0,0,0,not_required,lexical,5,0.022294,0.0,0.0,0,0,0,1
deepseek,niah,32000,10.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,23885,7,1920,23892,1.49,10,20,31736,v2-niah-32000-10-05-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。"", ""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。""]",,,,,,,,1,1,1,not_required,lexical,10,0.022171,142.85714285714286,45.103964638491725,0,0,0,1
deepseek,niah,32000,10.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,24872,4,2432,24876,1.01,4,21,31907,v2-niah-32000-10-06-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,,,,,1,1,1,not_required,lexical,4,0.022691,250.0,44.07033625666564,0,0,0,1
deepseek,niah,32000,10.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,24967,4,2432,24971,1.08,5,18,31883,v2-niah-32000-10-07-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.022786,250.0,43.88659703326604,0,0,0,1
deepseek,niah,32000,10.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元。,24866,5,24832,24871,0.76,6,21,31745,v2-niah-32000-10-08-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。"", ""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。""]",,,,,,,,0,1,1,not_required,lexical,5,0.002527,200.0,395.72615749901064,0,0,0,1
deepseek,niah,32000,10.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,22978,4,22912,22982,0.66,5,16,31922,v2-niah-32000-10-09-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.002365,250.0,422.8329809725159,0,0,0,1
deepseek,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,24011,5,5760,24016,0.75,7,19,31914,v2-niah-32000-25-00-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,0,1,1,not_required,lexical,6,0.018837,200.0,53.08700960874874,0,0,0,1
deepseek,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,25563,4,6144,25567,1.2,4,13,31885,v2-niah-32000-25-01-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.020041,250.0,49.897709695124995,0,0,0,1
deepseek,niah,32000,25.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元,11954,4,768,11958,0.85,5,21,31766,v2-niah-32000-25-02-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,0.011271,250.0,88.72327211427557,0,0,0,1
deepseek,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,25587,5,6144,25592,1.21,7,19,31901,v2-niah-32000-25-03-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,0,1,1,not_required,lexical,6,0.020067,200.0,49.83305925150744,0,0,0,1
deepseek,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,24969,4,5376,24973,1.26,4,13,31883,v2-niah-32000-25-04-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.020139,250.0,49.654898455732656,0,0,0,1
deepseek,niah,32000,25.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,11964,7,768,11971,0.78,10,20,31697,v2-niah-32000-25-05-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.011287,142.85714285714286,88.59750155045627,0,0,0,1
deepseek,niah,32000,25.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,24871,5,6144,24876,0.76,7,19,31912,v2-niah-32000-25-06-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,0,1,1,not_required,lexical,6,0.019351,200.0,51.676915921657795,0,0,0,1
deepseek,niah,32000,25.0,同店销售额同比增长了多少？,8.9%,8.9%,25563,4,25472,25567,0.76,4,13,31885,v2-niah-32000-25-07-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.002646,250.0,377.9289493575208,0,0,0,1
deepseek,niah,32000,25.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元,24866,4,1152,24870,1.18,5,21,31745,v2-niah-32000-25-08-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,0.023837,250.0,41.951587867600786,0,0,0,1
deepseek,niah,32000,25.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,22978,4,5632,22982,0.91,5,16,31922,v2-niah-32000-25-09-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.017917,250.0,55.812915108556126,0,0,0,1
deepseek,niah,32000,50.0,同店销售额同比增长了多少？,8.9%,8.9%,11979,4,5248,11983,0.58,4,13,31873,v2-niah-32000-50-00-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.007264,250.0,137.66519823788548,0,0,0,1
deepseek,niah,32000,50.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日。,24876,8,2944,24884,1.18,11,20,31738,v2-niah-32000-50-01-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,,,,,0,1,1,not_required,lexical,10,0.022242,125.0,44.9599856128046,0,0,0,1
deepseek,niah,32000,50.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,24012,4,11776,24016,0.73,4,21,31909,v2-niah-32000-50-02-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,,,,,1,1,1,not_required,lexical,4,0.013422,250.0,74.50454477723142,0,0,0,1
deepseek,niah,32000,50.0,2025 年一季度综合毛利率是多少？,23.7%,2025 年一季度综合毛利率为 23.7%。,24005,13,11776,24018,0.95,22,18,31920,v2-niah-32000-50-03-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,0,1,1,not_required,lexical,5,0.013433,76.92307692307693,74.44353457902182,0,0,0,1
deepseek,niah,32000,50.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日。,24744,8,3712,24752,1.29,11,20,31723,v2-niah-32000-50-04-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,,,,,0,1,1,not_required,lexical,10,0.021419,125.0,46.68752042579018,0,0,0,1
deepseek,niah,32000,50.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,11989,4,5248,11993,0.65,4,21,31918,v2-niah-32000-50-05-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,,,,,1,1,1,not_required,lexical,4,0.007274,250.0,137.47594171020071,0,0,0,1
deepseek,niah,32000,50.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,22978,4,11648,22982,0.81,5,18,31896,v2-niah-32000-50-06-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.012503,250.0,79.98080460689434,0,0,0,1
deepseek,niah,32000,50.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日,25466,7,3072,25473,1.25,10,20,31759,v2-niah-32000-50-07-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,,,,,1,1,1,not_required,lexical,10,0.022715,142.85714285714286,44.02377283733216,0,0,0,1
deepseek,niah,32000,50.0,本季度封装段一次良率目标是多少？,98.2%,98.2%,25018,4,9216,25022,1.1,5,16,31922,v2-niah-32000-50-08-manufacturing_yield_target,v2,style_aligned,style_aligned,manufacturing,medium,numeric,1,0.0,manufacturing_yield_target,"[""产线月度经营复盘中明确，本季度封装段一次良率目标为 98.2%。""]",,,,,,,,1,1,1,not_required,lexical,5,0.016732,250.0,59.765718383934974,0,0,0,1
deepseek,niah,32000,50.0,同店销售额同比增长了多少？,8.9%,8.9%,24832,4,9472,24836,1.18,4,13,31862,v2-niah-32000-50-09-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.016315,250.0,61.29328838492185,0,0,0,1
deepseek,niah,32000,75.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42张,11952,2,3456,11954,0.67,3,23,31755,v2-niah-32000-75-00-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。"", ""院务会最终批准的日间手术中心新增床位数为 42 张。"", ""去年同院区普通病房实际新增床位数为 28 张。""]",,,,,,,,1,1,1,not_required,lexical,3,0.008846,500.0,113.04544426859599,0,0,0,1
deepseek,niah,32000,75.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天,25588,4,12672,25592,0.87,4,21,31896,v2-niah-32000-75-01-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,,,,,1,1,1,not_required,lexical,4,0.014191,250.0,70.46719751955465,0,0,0,1
deepseek,niah,32000,75.0,同店销售额同比增长了多少？,8.9%,8.9%,22980,4,11776,22984,0.94,4,13,31896,v2-niah-32000-75-02-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.01239,250.0,80.71025020177562,0,0,0,1
deepseek,niah,32000,75.0,董事会最终批准的年度自由现金流目标是多少？,9.4亿元,9.4亿元,25432,4,9344,25436,0.79,5,21,31730,v2-niah-32000-75-03-finance_multi_key_fcf,v2,multi_key,multi_key,finance,hard,numeric,3,2.0,finance_multi_key_fcf,"[""财务部早期草案曾讨论将年度自由现金流目标设为 8.7 亿元，但该方案未获批准。"", ""董事会最终批准的年度自由现金流目标为 9.4 亿元。"", ""上一财年的自由现金流实际完成值为 7.9 亿元。""]",,,,,,,,1,1,1,not_required,lexical,5,0.01703,250.0,58.71990604815032,0,0,0,1
deepseek,niah,32000,75.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,11988,5,5248,11993,0.6,7,19,31922,v2-niah-32000-75-04-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,0,1,1,not_required,lexical,6,0.007275,200.0,137.4570446735395,0,0,0,1
deepseek,niah,32000,75.0,同店销售额同比增长了多少？,8.9%,8.9%,24832,4,12672,24836,0.92,4,13,31862,v2-niah-32000-75-05-retail_numeric_confusable_growth,v2,numeric_confusable,numeric_confusable,retail,hard,numeric,1,0.0,retail_numeric_confusable_growth,"[""门店运营简报写明，同店销售额同比增长 8.9%，会员复购率提升 3.2 个百分点，问题若仅问销售增长应返回同店销售额同比增幅。""]",,,,,,,,1,1,1,not_required,lexical,4,0.013435,250.0,74.43245254931149,0,0,0,1
deepseek,niah,32000,75.0,A3 产线切换到新工艺的正式日期是哪天？,2025年6月18日,2025年6月18日。,24877,8,9216,24885,0.76,11,20,31738,v2-niah-32000-75-06-manufacturing_multi_key_line_switch,v2,multi_key,multi_key,manufacturing,hard,short_span,3,2.0,manufacturing_multi_key_line_switch,"[""工程试跑记录显示，A3 产线在 2025 年 6 月 12 日完成了小批量验证。"", ""工厂排产会上确认，A3 产线切换到新工艺的正式日期为 2025 年 6 月 18 日。"", ""A2 产线切换到同类工艺的历史日期为 2025 年 5 月 30 日。""]",,,,,,,,0,1,1,not_required,lexical,10,0.016599,125.0,60.24459304777397,0,0,0,1
deepseek,niah,32000,75.0,急诊药房重点监控药品的库存周转天数是多少？,6.5天,6.5天。,22978,5,17664,22983,0.85,5,21,31919,v2-niah-32000-75-07-healthcare_inventory_turnover,v2,style_aligned,style_aligned,healthcare,medium,short_span,1,0.0,healthcare_inventory_turnover,"[""院内周报显示，急诊药房的重点监控药品库存周转天数已压缩至 6.5 天。""]",,,,,,,,0,1,1,not_required,lexical,4,0.00709,200.0,141.04372355430183,0,0,0,1
deepseek,niah,32000,75.0,2025 年一季度综合毛利率是多少？,23.7%,23.7%,25561,4,19328,25565,0.56,5,18,31885,v2-niah-32000-75-08-finance_numeric_confusable_margin,v2,numeric_confusable,numeric_confusable,finance,hard,numeric,1,0.0,finance_numeric_confusable_margin,"[""管理层说明指出，2025 年一季度综合毛利率为 23.7%，营业利润率为 11.4%，其中对外披露口径要求优先引用综合毛利率。""]",,,,,,,,1,1,1,not_required,lexical,5,0.008174,250.0,122.33912405187178,0,0,0,1
deepseek,niah,32000,75.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42张。,24865,3,9728,24868,0.96,4,23,31734,v2-niah-32000-75-09-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。"", ""院务会最终批准的日间手术中心新增床位数为 42 张。"", ""去年同院区普通病房实际新增床位数为 28 张。""]",,,,,,,,0,1,1,not_required,lexical,3,0.016116,333.3333333333333,62.05013651030033,0,0,0,1
deepseek,niah,32000,90.0,院务会最终批准的日间手术中心新增床位数是多少？,42张,42张,11952,2,5248,11954,0.73,3,23,31755,v2-niah-32000-90-00-healthcare_multi_key_bed_plan,v2,multi_key,multi_key,healthcare,hard,numeric,3,2.0,healthcare_multi_key_bed_plan,"[""规划部门的测算底稿曾建议新增 36 张床位以控制初期成本。"", ""去年同院区普通病房实际新增床位数为 28 张。"", ""院务会最终批准的日间手术中心新增床位数为 42 张。""]",,,,,,,,1,1,1,not_required,lexical,3,0.007233,500.0,138.25521913452232,0,0,0,1
deepseek,niah,32000,90.0,公司 2025 年资本开支上限是多少？,18.6亿元,18.6亿元。,25587,5,19328,25592,0.78,7,19,31901,v2-niah-32000-90-01-finance_capex_budget,v2,style_aligned,style_aligned,finance,medium,numeric,1,0.0,finance_capex_budget,"[""根据董事会审议通过的预算方案，公司 2025 年资本开支上限为 18.6 亿元。""]",,,,,,,,0,1,1,not_required,lexical,6,0.008202,200.0,121.921482565228,0,0,0,1
